word,2009_freq,2010_freq,2011_freq,2012_freq,2013_freq,2014_freq,2015_freq,2016_freq,2017_freq,2018_freq
stutter,1.0,,1.0,,,,,1.0,1.0,1.0
ovarian,1.0,1.0,,,,,,,,
mentality,1.0,,,,,,,,,
circumstance,1.0,,,,,,,,,
significant,1.0,4.0,2.0,1.0,4.0,3.0,3.0,4.0,1.0,3.0
opinion,1.0,3.0,6.0,5.0,8.0,5.0,6.0,10.0,8.0,17.0
receive,1.0,3.0,1.0,5.0,1.0,4.0,1.0,2.0,1.0,3.0
defense,1.0,2.0,5.0,4.0,2.0,6.0,5.0,1.0,7.0,29.0
defect,1.0,5.0,1.0,9.0,,7.0,3.0,4.0,1.0,6.0
ceramic,1.0,1.0,,,,1.0,,,,
thermal,1.0,3.0,3.0,3.0,10.0,2.0,2.0,6.0,2.0,5.0
grate,1.0,,,,,,,,,
insular,1.0,1.0,,,,,,,,
weather,1.0,1.0,2.0,3.0,3.0,1.0,3.0,4.0,1.0,5.0
infectious,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,,
outbreak,1.0,1.0,1.0,,1.0,,,1.0,,
establish,1.0,2.0,1.0,4.0,2.0,2.0,,1.0,,
major,1.0,,,,1.0,1.0,2.0,1.0,1.0,1.0
barter,1.0,,,,,,,1.0,,
bilateral,1.0,2.0,1.0,,4.0,1.0,4.0,2.0,2.0,7.0
acute,1.0,1.0,,,,,1.0,,1.0,1.0
cube,1.0,2.0,2.0,2.0,1.0,,,,1.0,2.0
veto,1.0,,,,,,,,,
trap,1.0,3.0,2.0,1.0,2.0,1.0,,1.0,1.0,2.0
enumerator,1.0,,1.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0
accumulate,1.0,,,1.0,1.0,,1.0,1.0,,1.0
retrieve,1.0,1.0,,2.0,1.0,,4.0,,3.0,3.0
head,1.0,,5.0,6.0,6.0,2.0,2.0,8.0,5.0,15.0
per,1.0,5.0,,2.0,1.0,2.0,,1.0,,1.0
swap,1.0,5.0,3.0,,2.0,,,2.0,1.0,1.0
bribery,1.0,1.0,,,,,1.0,3.0,,1.0
intent,1.0,1.0,,,1.0,1.0,3.0,2.0,1.0,7.0
mascot,1.0,,,,,,,,,
parsimonious,1.0,,2.0,,,,1.0,,3.0,4.0
height,1.0,1.0,,1.0,,,3.0,3.0,5.0,6.0
multicellular,1.0,1.0,1.0,,1.0,,,1.0,,
person,1.0,1.0,3.0,,1.0,8.0,7.0,16.0,17.0,37.0
entail,1.0,,,,,1.0,,,,
sage,1.0,,,1.0,,,,,,2.0
hot,1.0,1.0,2.0,,1.0,,1.0,1.0,,1.0
semiconductor,1.0,,,,,,,2.0,,
squeeze,1.0,,,,2.0,1.0,,,1.0,1.0
tap,1.0,,,1.0,1.0,,,1.0,,1.0
peaky,1.0,,,,,,,,,
supernova,1.0,,1.0,,,,,,,
continue,1.0,3.0,,1.0,,1.0,,,,
agreeable,1.0,,1.0,,,,,,,
deadline,1.0,2.0,4.0,6.0,3.0,,1.0,2.0,5.0,5.0
respect,1.0,5.0,7.0,3.0,,1.0,2.0,1.0,2.0,3.0
tanner,1.0,1.0,2.0,1.0,,,,,1.0,1.0
kiwi,1.0,,,,,,,,2.0,2.0
win,1.0,2.0,3.0,1.0,,4.0,1.0,3.0,4.0,7.0
stratify,1.0,3.0,4.0,,2.0,1.0,,3.0,2.0,3.0
stab,1.0,,,1.0,,,1.0,1.0,,
laxity,1.0,,,1.0,,,,,,
formulate,1.0,,,,,,1.0,1.0,,
bird,1.0,1.0,1.0,,,1.0,2.0,1.0,2.0,11.0
flock,1.0,,,,1.0,,,2.0,,2.0
equality,1.0,4.0,4.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0
irreversible,1.0,1.0,,,1.0,3.0,,,,
monopoly,1.0,1.0,1.0,,,1.0,,,,
vend,1.0,,,3.0,,,,,,
poor,1.0,,1.0,,,,,,1.0,2.0
glister,1.0,,,,,,,,,
recurrent,1.0,2.0,1.0,3.0,10.0,10.0,35.0,61.0,59.0,105.0
hiccup,1.0,,,,,,,,,
proposition,1.0,2.0,2.0,,3.0,1.0,3.0,1.0,1.0,2.0
qualification,1.0,3.0,,,,,,1.0,,
deliveryman,1.0,,,,,,,,,
unpack,1.0,,,,,,1.0,,,
aggressive,1.0,1.0,,2.0,,,1.0,2.0,2.0,5.0
comb,1.0,1.0,,,1.0,,,,,
disproof,1.0,,,,,,,1.0,,
diffraction,1.0,,3.0,,1.0,1.0,,1.0,1.0,1.0
dispute,1.0,,,,,,1.0,,,
unaware,1.0,1.0,,,,,,,,
lobby,1.0,,,,1.0,,,,,
taint,1.0,,,,,,,,,1.0
defeat,1.0,,1.0,1.0,,2.0,,2.0,,1.0
dashboard,1.0,,,,1.0,,,,1.0,1.0
counteract,1.0,,,,,,,,,
tolerance,1.0,8.0,7.0,2.0,5.0,6.0,4.0,5.0,3.0,7.0
intersession,1.0,1.0,1.0,1.0,1.0,1.0,,,,
unsorted,1.0,,,,,,,,,
mat,1.0,,,,,1.0,,1.0,3.0,5.0
anthropology,1.0,,,,,,1.0,,,
anytime,1.0,,4.0,2.0,3.0,1.0,,2.0,1.0,1.0
halve,1.0,,1.0,1.0,,1.0,,1.0,,
authorization,1.0,2.0,,1.0,1.0,,1.0,1.0,,1.0
shed,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0
terrorist,1.0,1.0,,,1.0,,,,,
violator,1.0,,,,,,,,,
pleat,1.0,,,,,,,,,
frontier,1.0,2.0,1.0,,3.0,2.0,3.0,4.0,3.0,3.0
row,1.0,3.0,,4.0,1.0,2.0,,,,1.0
regard,1.0,,1.0,2.0,,,2.0,,1.0,1.0
divide,1.0,3.0,1.0,,,1.0,2.0,2.0,1.0,1.0
conquer,1.0,,,1.0,1.0,2.0,1.0,1.0,,
orbit,1.0,1.0,4.0,3.0,2.0,9.0,1.0,2.0,1.0,2.0
horizontal,1.0,2.0,,1.0,1.0,,,1.0,,
sell,1.0,2.0,1.0,1.0,,3.0,1.0,1.0,3.0,2.0
ramp,1.0,,,,,1.0,,,,
deploy,1.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,5.0,8.0
toggle,1.0,,,,,,,1.0,,
deconstruction,1.0,,,,1.0,,,,1.0,1.0
extensive,1.0,2.0,2.0,,2.0,2.0,1.0,1.0,1.0,1.0
raw,1.0,1.0,,1.0,2.0,,,3.0,5.0,9.0
trivial,1.0,,,,,1.0,,,,3.0
crude,1.0,,,,,1.0,,1.0,,
young,1.0,2.0,1.0,,1.0,,,,1.0,2.0
researcher,1.0,,1.0,1.0,2.0,2.0,,2.0,1.0,1.0
peril,1.0,,,,,,,,,
imitation,1.0,5.0,4.0,,1.0,1.0,1.0,3.0,7.0,18.0
quantity,1.0,1.0,,2.0,1.0,1.0,2.0,,,
substructure,1.0,,,2.0,,,1.0,,,
commercial,1.0,1.0,,1.0,7.0,1.0,3.0,,5.0,8.0
tailor,1.0,,2.0,,,,,1.0,1.0,1.0
passage,1.0,,,,1.0,1.0,,,,
unconventional,1.0,,1.0,2.0,3.0,,,1.0,1.0,1.0
supervision,1.0,1.0,,,1.0,2.0,5.0,9.0,9.0,19.0
misinformation,1.0,,,2.0,,1.0,1.0,1.0,,3.0
microscopic,1.0,2.0,,,4.0,1.0,2.0,5.0,,1.0
capillary,1.0,,,,,,,,1.0,2.0
crawl,1.0,,,6.0,,,1.0,1.0,,2.0
defensive,1.0,,,,,,,1.0,,1.0
airborne,1.0,2.0,,2.0,4.0,4.0,,3.0,4.0,4.0
anonymity,1.0,6.0,3.0,,2.0,2.0,2.0,,6.0,7.0
areal,1.0,,,,,,,,,
commutator,1.0,,,,,,,,,
lurk,1.0,,,,,,,,1.0,1.0
amount,1.0,,,1.0,,1.0,,,,1.0
communicable,1.0,,,,,1.0,1.0,,,
persistent,1.0,5.0,4.0,6.0,7.0,4.0,3.0,7.0,2.0,11.0
epilepsy,1.0,1.0,,,,,,2.0,1.0,1.0
scalp,1.0,,,,,1.0,,,1.0,1.0
critique,1.0,1.0,,1.0,1.0,,,1.0,,
rectification,1.0,,,,,,,1.0,,1.0
printer,1.0,,,,1.0,,,,1.0,1.0
measurable,1.0,1.0,,,,1.0,,,,
worry,1.0,,,,1.0,,,,1.0,2.0
love,1.0,,,,,1.0,1.0,,1.0,2.0
interleave,1.0,4.0,2.0,3.0,1.0,3.0,2.0,3.0,1.0,2.0
unicycle,1.0,,,,1.0,,1.0,,,
harm,1.0,1.0,1.0,,,1.0,,,,
constructor,1.0,1.0,2.0,2.0,1.0,,2.0,,,
assurance,1.0,,,5.0,1.0,3.0,1.0,3.0,4.0,7.0
undergraduate,1.0,,,2.0,,2.0,3.0,,,
browser,1.0,6.0,6.0,1.0,2.0,2.0,1.0,3.0,3.0,10.0
unconditional,1.0,4.0,2.0,,3.0,,1.0,1.0,,1.0
distributional,1.0,1.0,4.0,4.0,3.0,,5.0,6.0,6.0,13.0
versatile,1.0,1.0,1.0,,2.0,2.0,1.0,,3.0,5.0
fame,1.0,,,1.0,,1.0,,,,
prevalence,1.0,,,1.0,1.0,,1.0,,2.0,3.0
duplicate,1.0,1.0,,,1.0,1.0,,,2.0,2.0
publication,1.0,3.0,5.0,2.0,4.0,7.0,8.0,7.0,2.0,7.0
nineteen,1.0,1.0,,1.0,,1.0,,,1.0,3.0
million,1.0,2.0,5.0,4.0,4.0,1.0,5.0,4.0,6.0,8.0
ecology,1.0,,,2.0,,,,2.0,,
phone,1.0,7.0,6.0,4.0,10.0,9.0,8.0,4.0,3.0,8.0
landmark,1.0,1.0,1.0,1.0,,3.0,,6.0,11.0,19.0
realize,1.0,2.0,3.0,1.0,3.0,3.0,1.0,2.0,4.0,5.0
cadre,1.0,,,,1.0,,,,,
conceal,1.0,1.0,,,,,,,1.0,1.0
involve,1.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,,2.0
slowdown,1.0,1.0,,,,,1.0,,,
popularity,1.0,7.0,2.0,1.0,1.0,6.0,6.0,1.0,7.0,12.0
pentagon,1.0,,,,,,,,,
trivialization,1.0,,,,,,,,,
singer,1.0,,,,,,,,,
register,1.0,1.0,7.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0
beta,1.0,,2.0,1.0,,2.0,,1.0,1.0,2.0
decimate,1.0,,1.0,,,,,1.0,,
scalpel,1.0,,,,,,,,,
veritable,1.0,,,,,,,,,
substitute,1.0,,,,,1.0,,,,
villager,1.0,,,,,,,,,
dilemma,1.0,4.0,5.0,2.0,,4.0,3.0,1.0,2.0,5.0
evader,1.0,,2.0,,,,,,,
propagate,1.0,2.0,1.0,,3.0,,,1.0,2.0,2.0
deductive,1.0,,,,1.0,,3.0,1.0,3.0,6.0
exterior,1.0,,2.0,1.0,,,,1.0,,
horn,1.0,4.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,2.0
raptor,1.0,,1.0,,,,2.0,,1.0,3.0
reformulate,1.0,,,,1.0,,,,,
juvenile,1.0,,,,,,,,,1.0
obesity,1.0,,,,,,1.0,,2.0,2.0
discard,1.0,,,,,1.0,1.0,,,
serial,1.0,1.0,2.0,1.0,,2.0,3.0,2.0,1.0,2.0
stimulus,1.0,,,4.0,1.0,1.0,1.0,,1.0,2.0
hospital,1.0,,2.0,1.0,1.0,1.0,2.0,1.0,3.0,6.0
infection,1.0,1.0,,3.0,4.0,2.0,,,1.0,2.0
advantage,1.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,3.0
computerize,1.0,1.0,,,1.0,1.0,,1.0,,
surveillance,1.0,2.0,2.0,3.0,6.0,6.0,6.0,5.0,5.0,11.0
behave,1.0,,,1.0,,,,1.0,1.0,1.0
footprint,1.0,,,3.0,1.0,2.0,1.0,1.0,,2.0
heat,1.0,4.0,1.0,,1.0,5.0,6.0,2.0,,6.0
competence,1.0,,,,1.0,,1.0,1.0,,4.0
reformulation,1.0,1.0,2.0,1.0,1.0,,1.0,,,2.0
terminate,1.0,4.0,1.0,,,1.0,1.0,,1.0,2.0
omega,1.0,,1.0,2.0,2.0,,,,,
offspring,1.0,,1.0,,,,,,,
portal,1.0,1.0,3.0,3.0,3.0,4.0,,1.0,,1.0
secondary,1.0,42.0,3.0,6.0,6.0,8.0,4.0,8.0,1.0,3.0
referee,1.0,1.0,,,,,,,,
get,1.0,1.0,4.0,5.0,3.0,3.0,2.0,1.0,4.0,9.0
impairment,1.0,2.0,,3.0,3.0,1.0,3.0,1.0,1.0,3.0
cruise,1.0,,1.0,,,,,1.0,2.0,2.0
facet,1.0,,1.0,,,1.0,3.0,,1.0,2.0
emerge,1.0,3.0,5.0,6.0,2.0,2.0,8.0,4.0,3.0,7.0
suggestion,1.0,,2.0,2.0,2.0,,1.0,,4.0,6.0
contract,1.0,5.0,12.0,3.0,6.0,9.0,6.0,8.0,3.0,18.0
hessian,1.0,,1.0,,1.0,1.0,,1.0,,1.0
laconic,1.0,,,,,,,,,
exceptional,1.0,,,,,,,,,
twist,1.0,2.0,1.0,,1.0,,,1.0,3.0,4.0
cull,1.0,,,,,,,,,
supermarket,1.0,,2.0,1.0,,1.0,,,,
semi,1.0,,2.0,,2.0,,3.0,,,
pragmatic,1.0,,1.0,1.0,1.0,,1.0,2.0,1.0,3.0
scrip,1.0,,,2.0,,,,,,
collusion,1.0,,,2.0,1.0,,,3.0,1.0,1.0
contrastive,1.0,,,,1.0,1.0,1.0,1.0,,2.0
palindrome,1.0,1.0,,,2.0,,,,1.0,3.0
park,1.0,,1.0,,3.0,,2.0,4.0,2.0,4.0
airport,1.0,,2.0,,1.0,,,,,1.0
gate,1.0,6.0,2.0,5.0,4.0,9.0,7.0,11.0,10.0,22.0
contextualize,1.0,,,,1.0,1.0,,1.0,1.0,5.0
snippet,1.0,,,1.0,,1.0,,,3.0,5.0
pseudo,1.0,3.0,2.0,1.0,2.0,4.0,,2.0,2.0,4.0
intermittent,1.0,1.0,3.0,3.0,4.0,2.0,,2.0,2.0,3.0
comprehend,1.0,,,,,,1.0,,1.0,2.0
reassignment,1.0,,3.0,,,1.0,,1.0,,
brain,1.0,10.0,7.0,8.0,7.0,6.0,10.0,11.0,19.0,37.0
censorship,1.0,,,1.0,3.0,4.0,,1.0,1.0,3.0
oligopoly,1.0,,1.0,1.0,1.0,1.0,,,,
traitor,1.0,,2.0,,2.0,,,,,
ambient,1.0,1.0,1.0,,1.0,2.0,2.0,1.0,4.0,7.0
isotopic,1.0,,,,,,,,,
conceptualization,1.0,,,,,,1.0,,2.0,3.0
metallurgical,1.0,,,,,,,,,
semicircle,1.0,,,,,,,,,
incoherent,1.0,1.0,2.0,3.0,,,1.0,1.0,,
mistake,1.0,,,1.0,2.0,,,1.0,1.0,1.0
zip,1.0,,,,,,,,,
incomparable,1.0,,,,,1.0,,,,
geography,1.0,,2.0,,2.0,1.0,1.0,,,1.0
meld,1.0,,,,,,,,,
sepia,1.0,,,,,,,,,
address,1.0,5.0,5.0,4.0,2.0,4.0,5.0,5.0,3.0,10.0
delve,1.0,,,,,,1.0,,1.0,1.0
dedicate,1.0,,1.0,,,,2.0,,,1.0
synergy,1.0,,1.0,5.0,1.0,4.0,2.0,,2.0,3.0
loopy,1.0,2.0,1.0,3.0,2.0,1.0,,1.0,1.0,2.0
virtue,1.0,,,,1.0,1.0,,,,
clutter,1.0,2.0,,2.0,2.0,1.0,3.0,4.0,7.0,12.0
reweigh,1.0,,,,,,,,,
pend,1.0,,,,,,,,,
paralysis,1.0,,,,,,,,,
ancient,1.0,1.0,,,2.0,,,1.0,1.0,3.0
papyrus,1.0,,,,,,,,,
cylindrical,1.0,,1.0,,,4.0,,2.0,,
equitable,1.0,,2.0,,1.0,1.0,,1.0,,
certification,1.0,2.0,3.0,5.0,1.0,4.0,3.0,,2.0,6.0
susceptibility,1.0,,,,1.0,,,1.0,1.0,1.0
valuation,1.0,4.0,1.0,1.0,6.0,2.0,1.0,1.0,,1.0
decennial,1.0,,,,,,,,,
peg,1.0,,1.0,,,,1.0,,,
solitaire,1.0,,1.0,,,,,,,
unspecified,1.0,,,,,,,,,
adder,1.0,6.0,4.0,6.0,3.0,5.0,1.0,3.0,2.0,4.0
observer,1.0,2.0,1.0,1.0,7.0,4.0,5.0,3.0,3.0,9.0
unite,1.0,1.0,,1.0,,1.0,,,2.0,2.0
acoustic,1.0,1.0,1.0,3.0,5.0,6.0,9.0,10.0,5.0,16.0
immunity,1.0,4.0,3.0,,,,1.0,,,
numeral,1.0,4.0,3.0,1.0,2.0,2.0,,,,
sink,1.0,5.0,2.0,1.0,1.0,2.0,,1.0,,
axial,1.0,2.0,,,,,1.0,1.0,,
procurement,1.0,1.0,,,,,1.0,1.0,,
bidder,1.0,1.0,,3.0,,1.0,,,,
bibliographical,1.0,,,,,,,,,
alleviate,1.0,,1.0,,,,1.0,1.0,,1.0
validity,1.0,1.0,,1.0,2.0,4.0,3.0,,,2.0
beam,1.0,2.0,3.0,2.0,1.0,4.0,,6.0,8.0,14.0
confidence,1.0,1.0,2.0,3.0,6.0,5.0,4.0,2.0,3.0,9.0
undergo,1.0,,,,1.0,,,,,
happy,1.0,,2.0,,3.0,3.0,3.0,2.0,2.0,2.0
enumerate,1.0,3.0,2.0,2.0,4.0,2.0,,,,2.0
sou,1.0,,,,,,,,,
contractible,1.0,,,,,,,,,
upgrade,1.0,,1.0,2.0,2.0,,,,,
detail,1.0,3.0,1.0,4.0,3.0,4.0,,3.0,1.0,9.0
baby,1.0,,,,1.0,2.0,2.0,,,
premature,1.0,,,,,,,,,
damage,1.0,,2.0,2.0,3.0,1.0,5.0,2.0,2.0,7.0
capable,1.0,,1.0,1.0,,,1.0,,1.0,2.0
localize,1.0,1.0,3.0,3.0,3.0,2.0,3.0,5.0,4.0,13.0
stress,1.0,,,,,1.0,2.0,3.0,3.0,5.0
distinction,1.0,,1.0,,,1.0,,,,
shapely,1.0,,,,,,,,,
trotter,1.0,,,,,,,1.0,,
standalone,1.0,,,,1.0,,,,,
tracker,1.0,2.0,,3.0,1.0,2.0,1.0,6.0,,4.0
handheld,1.0,,2.0,,1.0,2.0,1.0,,2.0,2.0
consequence,1.0,,4.0,2.0,3.0,3.0,1.0,,1.0,2.0
nucleation,1.0,,1.0,,,,,,,
forgive,1.0,,1.0,,,,,,,
reusable,1.0,3.0,2.0,1.0,1.0,,,3.0,,1.0
haste,1.0,,,,,,1.0,1.0,,
waste,1.0,,,1.0,,,2.0,1.0,,2.0
inseparable,1.0,,,,,1.0,1.0,,,
fruit,1.0,,,2.0,,,,,1.0,3.0
advise,1.0,,,,,1.0,1.0,,,
convenient,1.0,1.0,,1.0,,,,,1.0,1.0
annotator,1.0,,,1.0,2.0,,,,1.0,3.0
progress,1.0,2.0,3.0,5.0,4.0,6.0,3.0,4.0,3.0,8.0
cardiac,1.0,1.0,,1.0,,4.0,,3.0,7.0,10.0
viral,1.0,,2.0,,5.0,3.0,2.0,2.0,2.0,2.0
deaf,1.0,,,,,,,1.0,1.0,1.0
dumb,1.0,,,,,1.0,1.0,1.0,,
chat,1.0,1.0,1.0,2.0,,,1.0,,2.0,5.0
hypertext,1.0,,,1.0,,,,1.0,,
widen,1.0,,,,,,1.0,1.0,1.0,1.0
liberalize,1.0,1.0,,,,,,,,
epsilon,1.0,,2.0,4.0,,,2.0,1.0,1.0,1.0
commit,1.0,,1.0,2.0,1.0,,,,1.0,2.0
rigidity,1.0,2.0,1.0,2.0,2.0,,2.0,1.0,1.0,2.0
advice,1.0,6.0,1.0,2.0,3.0,4.0,,3.0,2.0,5.0
underlie,1.0,,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0
dissemination,1.0,5.0,7.0,5.0,8.0,4.0,1.0,1.0,6.0,9.0
animator,1.0,,,,,,,,,1.0
exam,1.0,,,2.0,,1.0,,,,1.0
health,1.0,2.0,9.0,7.0,6.0,8.0,5.0,13.0,14.0,26.0
friendship,1.0,1.0,1.0,3.0,,2.0,1.0,,1.0,2.0
lecture,1.0,8.0,,,,1.0,2.0,3.0,1.0,2.0
logician,1.0,,,,,,,,,
bur,1.0,,,,,,,,,
congest,1.0,,1.0,2.0,,5.0,,4.0,1.0,2.0
neuronal,1.0,1.0,2.0,,1.0,1.0,,,,2.0
lock,1.0,2.0,3.0,,3.0,2.0,1.0,,2.0,5.0
collectivism,1.0,1.0,,,,,,,,
hexagonal,1.0,1.0,,,,,1.0,1.0,,
loose,1.0,,2.0,1.0,,1.0,1.0,1.0,1.0,1.0
yield,1.0,3.0,,1.0,,,,,1.0,2.0
lactation,1.0,,,,,,,,,
talent,1.0,1.0,,,,1.0,,,1.0,1.0
protect,1.0,3.0,3.0,3.0,5.0,4.0,2.0,6.0,6.0,8.0
naive,1.0,6.0,1.0,2.0,3.0,2.0,,1.0,,3.0
descend,1.0,,,,1.0,,,,,
broad,1.0,1.0,,,,3.0,1.0,,1.0,3.0
adjustment,1.0,1.0,2.0,1.0,4.0,,1.0,2.0,5.0,7.0
preemption,1.0,,1.0,,,2.0,,,1.0,1.0
ergonomic,1.0,2.0,1.0,,,,,1.0,,
also,1.0,,,1.0,,,,,2.0,4.0
highway,1.0,3.0,,,1.0,1.0,4.0,3.0,4.0,5.0
tollbooth,1.0,1.0,,,,,,,,
audience,1.0,2.0,,,1.0,,2.0,1.0,1.0,1.0
carve,1.0,,,1.0,,,,1.0,,
carpenter,1.0,,,,,,,,,
compressible,1.0,1.0,,1.0,,,,1.0,1.0,1.0
overload,1.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,4.0,6.0
contamination,1.0,,,,1.0,1.0,2.0,5.0,1.0,1.0
instantaneous,1.0,6.0,1.0,,,,3.0,3.0,1.0,1.0
holistic,1.0,3.0,3.0,,1.0,4.0,1.0,2.0,6.0,6.0
permute,1.0,,,1.0,1.0,,1.0,,1.0,1.0
condenser,1.0,,,1.0,,,1.0,,,
fine,1.0,2.0,1.0,2.0,,,1.0,3.0,3.0,5.0
uncoordinated,1.0,1.0,,,,2.0,,,,1.0
half,1.0,1.0,1.0,,2.0,2.0,,2.0,1.0,2.0
expurgate,1.0,,,,2.0,,1.0,,,
iteration,1.0,10.0,14.0,9.0,5.0,4.0,6.0,3.0,6.0,9.0
embryo,1.0,,,,,,,1.0,,
burst,1.0,,2.0,2.0,,2.0,4.0,1.0,3.0,4.0
lull,1.0,,,,,,,,,
faithful,1.0,,,,,2.0,,,1.0,1.0
increase,1.0,11.0,12.0,6.0,16.0,7.0,3.0,5.0,9.0,17.0
poster,1.0,1.0,2.0,,,1.0,1.0,1.0,3.0,4.0
radical,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,3.0
gram,1.0,,1.0,2.0,1.0,1.0,2.0,,1.0,4.0
flip,1.0,4.0,4.0,8.0,3.0,2.0,5.0,1.0,1.0,4.0
pancake,1.0,1.0,1.0,1.0,,,,,,
carpet,1.0,,,,,,,1.0,,
seventeen,1.0,,,,,1.0,,,10.0,16.0
mechanize,1.0,1.0,1.0,,,,,1.0,1.0,2.0
bitmap,1.0,,1.0,,2.0,,,,,
listen,1.0,,,,,,2.0,1.0,1.0,5.0
enlightenment,1.0,,,,,,,,,
adverse,1.0,,,,4.0,3.0,,,1.0,2.0
drug,1.0,1.0,,2.0,6.0,7.0,3.0,4.0,6.0,8.0
pronounceable,1.0,,,,,,,,,
upstream,1.0,1.0,,,,1.0,1.0,,,
cyclical,1.0,,,,,,2.0,,,
informative,1.0,1.0,1.0,2.0,4.0,,2.0,1.0,1.0,4.0
boat,1.0,,,,,,1.0,,,
host,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,5.0
attestation,1.0,,,1.0,,,,1.0,,1.0
everyone,1.0,,,1.0,1.0,,1.0,,,
curator,1.0,,,,,,,,,
ore,1.0,,1.0,,1.0,1.0,1.0,,,
fiber,1.0,1.0,4.0,,3.0,2.0,4.0,5.0,3.0,7.0
polarity,1.0,1.0,,1.0,2.0,,2.0,1.0,2.0,3.0
coincidence,1.0,1.0,1.0,,,,,,2.0,3.0
arrow,1.0,1.0,2.0,,,,,,1.0,3.0
unanimity,1.0,,,,,,,,,
tutor,1.0,1.0,,,2.0,1.0,1.0,,1.0,2.0
orchestration,1.0,,,3.0,5.0,,,1.0,1.0,6.0
historical,1.0,1.0,,4.0,2.0,2.0,4.0,7.0,8.0,12.0
app,1.0,1.0,4.0,,1.0,2.0,5.0,6.0,3.0,8.0
emotional,1.0,4.0,4.0,2.0,1.0,2.0,2.0,3.0,6.0,9.0
episodic,1.0,,1.0,,,,1.0,,2.0,5.0
promotion,1.0,,1.0,2.0,1.0,,1.0,,4.0,4.0
myopic,1.0,,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0
email,1.0,7.0,3.0,4.0,7.0,2.0,2.0,5.0,4.0,6.0
rigorous,1.0,2.0,2.0,,2.0,1.0,1.0,3.0,,
microeconomic,1.0,,,,,,,,,
reversal,1.0,2.0,,2.0,3.0,,3.0,1.0,1.0,3.0
van,1.0,1.0,1.0,1.0,,1.0,,,1.0,2.0
den,1.0,,,,,,,,,
hold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
metabolism,1.0,,,,,,,,1.0,2.0
codeword,1.0,4.0,1.0,2.0,2.0,,1.0,1.0,,
microwave,1.0,1.0,,,,5.0,3.0,2.0,,
collect,,41.0,2.0,,2.0,2.0,2.0,2.0,3.0,3.0
separate,,9.0,3.0,2.0,4.0,5.0,6.0,2.0,4.0,8.0
reputation,,8.0,5.0,6.0,4.0,5.0,5.0,2.0,2.0,2.0
motif,,8.0,1.0,2.0,3.0,4.0,4.0,3.0,4.0,9.0
effort,,8.0,6.0,5.0,3.0,5.0,4.0,2.0,2.0,7.0
coin,,7.0,1.0,2.0,2.0,,1.0,1.0,2.0,5.0
simplification,,7.0,2.0,5.0,3.0,2.0,1.0,5.0,2.0,3.0
saturation,,6.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0
contention,,6.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0
via,,6.0,9.0,4.0,4.0,6.0,6.0,6.0,6.0,10.0
rural,,5.0,,,3.0,1.0,1.0,,3.0,3.0
release,,5.0,3.0,2.0,2.0,3.0,2.0,2.0,5.0,7.0
replacement,,5.0,2.0,3.0,,2.0,3.0,2.0,1.0,1.0
rumor,,5.0,2.0,2.0,2.0,2.0,7.0,4.0,4.0,4.0
ubiquitous,,5.0,5.0,6.0,7.0,10.0,4.0,2.0,1.0,2.0
lifetime,,5.0,,5.0,4.0,3.0,,3.0,,5.0
similar,,5.0,4.0,1.0,2.0,1.0,3.0,3.0,3.0,5.0
removal,,5.0,4.0,4.0,7.0,8.0,4.0,7.0,,6.0
workload,,5.0,4.0,3.0,5.0,3.0,6.0,,2.0,10.0
rectangle,,5.0,6.0,4.0,4.0,4.0,1.0,5.0,1.0,1.0
innate,,5.0,,,,1.0,,,,
autonomous,,5.0,7.0,8.0,9.0,13.0,17.0,33.0,41.0,80.0
central,,5.0,4.0,1.0,5.0,4.0,4.0,,,2.0
defend,,4.0,3.0,,,1.0,4.0,,1.0,4.0
cause,,4.0,2.0,3.0,3.0,2.0,4.0,1.0,4.0,8.0
containment,,4.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0
recall,,4.0,3.0,3.0,,3.0,,5.0,1.0,6.0
spammer,,4.0,1.0,1.0,1.0,,2.0,1.0,,
gaze,,4.0,,1.0,,4.0,3.0,4.0,5.0,12.0
payment,,4.0,3.0,4.0,3.0,3.0,1.0,,,2.0
year,,4.0,1.0,1.0,3.0,4.0,2.0,4.0,6.0,8.0
concentration,,4.0,5.0,1.0,7.0,3.0,3.0,2.0,1.0,4.0
fee,,4.0,2.0,1.0,1.0,,,2.0,,1.0
